epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,112.498,0.64233,0.44423,1.24224,0.88635,0.85921,0.92533,0.771,0.72778,0.58808,1.49335,0.000779,0.000779,0.000779
187,113.081,0.65301,0.45446,1.24487,0.88635,0.85921,0.92533,0.771,0.72778,0.58808,1.49335,0.0007724,0.0007724,0.0007724
188,113.682,0.67914,0.47161,1.25041,0.89141,0.86441,0.93419,0.77799,0.72311,0.58652,1.49351,0.0007658,0.0007658,0.0007658
189,114.231,0.62828,0.43705,1.21498,0.89141,0.86441,0.93419,0.77799,0.72311,0.58652,1.49351,0.0007592,0.0007592,0.0007592
190,114.848,0.63478,0.44303,1.22665,0.84991,0.9118,0.93412,0.77925,0.71833,0.59174,1.50245,0.0007526,0.0007526,0.0007526
191,115.446,0.65202,0.4503,1.22595,0.84991,0.9118,0.93412,0.77925,0.71833,0.59174,1.50245,0.000746,0.000746,0.000746
192,116.084,0.64992,0.44383,1.21803,0.88265,0.90678,0.94474,0.77409,0.7152,0.60143,1.51136,0.0007394,0.0007394,0.0007394
193,116.681,0.62678,0.44952,1.21274,0.88265,0.90678,0.94474,0.77409,0.7152,0.60143,1.51136,0.0007328,0.0007328,0.0007328
194,117.302,0.653,0.47404,1.2831,0.8746,0.90678,0.94101,0.77105,0.71665,0.60103,1.50975,0.0007262,0.0007262,0.0007262
195,117.865,0.64989,0.45918,1.30868,0.8746,0.90678,0.94101,0.77105,0.71665,0.60103,1.50975,0.0007196,0.0007196,0.0007196
196,118.448,0.64283,0.45239,1.31888,0.86239,0.88983,0.92334,0.77046,0.71078,0.59327,1.49532,0.000713,0.000713,0.000713
197,119.02,0.6262,0.44513,1.20072,0.86239,0.88983,0.92334,0.77046,0.71078,0.59327,1.49532,0.0007064,0.0007064,0.0007064
198,119.652,0.6228,0.43921,1.20961,0.87768,0.87288,0.92752,0.77932,0.71551,0.58282,1.50329,0.0006998,0.0006998,0.0006998
199,120.231,0.62675,0.43198,1.19459,0.87768,0.87288,0.92752,0.77932,0.71551,0.58282,1.50329,0.0006932,0.0006932,0.0006932
200,120.853,0.67346,0.44828,1.25885,0.88125,0.88048,0.9308,0.78082,0.72439,0.575,1.52488,0.0006866,0.0006866,0.0006866
201,121.419,0.63367,0.44891,1.28572,0.88125,0.88048,0.9308,0.78082,0.72439,0.575,1.52488,0.00068,0.00068,0.00068
202,122.016,0.61175,0.42621,1.22994,0.85511,0.90029,0.93202,0.77972,0.7428,0.56961,1.56396,0.0006734,0.0006734,0.0006734
203,122.565,0.60508,0.42429,1.22573,0.85511,0.90029,0.93202,0.77972,0.7428,0.56961,1.56396,0.0006668,0.0006668,0.0006668
204,123.148,0.60664,0.44317,1.20333,0.85627,0.90875,0.93773,0.77624,0.7527,0.57561,1.5694,0.0006602,0.0006602,0.0006602
205,123.715,0.63056,0.42925,1.1807,0.85627,0.90875,0.93773,0.77624,0.7527,0.57561,1.5694,0.0006536,0.0006536,0.0006536
206,124.316,0.67164,0.4845,1.30577,0.88121,0.87288,0.93833,0.77371,0.74563,0.58158,1.55664,0.000647,0.000647,0.000647
207,124.899,0.61498,0.42999,1.20916,0.88121,0.87288,0.93833,0.77371,0.74563,0.58158,1.55664,0.0006404,0.0006404,0.0006404
208,125.495,0.65011,0.43221,1.23003,0.8607,0.88136,0.9374,0.77622,0.7378,0.57636,1.55379,0.0006338,0.0006338,0.0006338
209,126.067,0.62929,0.45118,1.24715,0.8607,0.88136,0.9374,0.77622,0.7378,0.57636,1.55379,0.0006272,0.0006272,0.0006272
210,126.669,0.65583,0.44121,1.18757,0.82946,0.9322,0.93616,0.77337,0.73327,0.57298,1.56053,0.0006206,0.0006206,0.0006206
211,127.215,0.64413,0.44602,1.28159,0.82946,0.9322,0.93616,0.77337,0.73327,0.57298,1.56053,0.000614,0.000614,0.000614
212,127.798,0.61843,0.42355,1.2748,0.82762,0.92373,0.92653,0.76654,0.73343,0.56994,1.55926,0.0006074,0.0006074,0.0006074
213,128.368,0.64082,0.44063,1.26479,0.82762,0.92373,0.92653,0.76654,0.73343,0.56994,1.55926,0.0006008,0.0006008,0.0006008
214,128.948,0.62648,0.4308,1.21215,0.83303,0.94068,0.92636,0.76999,0.73368,0.56944,1.55031,0.0005942,0.0005942,0.0005942
215,129.498,0.61265,0.42564,1.22207,0.83303,0.94068,0.92636,0.76999,0.73368,0.56944,1.55031,0.0005876,0.0005876,0.0005876
216,130.119,0.59404,0.41268,1.20726,0.85435,0.8948,0.92655,0.76639,0.73587,0.5708,1.54411,0.000581,0.000581,0.000581
217,130.665,0.62845,0.42953,1.21226,0.85435,0.8948,0.92655,0.76639,0.73587,0.5708,1.54411,0.0005744,0.0005744,0.0005744
218,131.283,0.63989,0.46079,1.22021,0.86858,0.89617,0.926,0.75749,0.73899,0.57601,1.54961,0.0005678,0.0005678,0.0005678
219,131.85,0.65314,0.45218,1.29261,0.86858,0.89617,0.926,0.75749,0.73899,0.57601,1.54961,0.0005612,0.0005612,0.0005612
220,132.431,0.64562,0.44737,1.25363,0.85285,0.88409,0.9223,0.75878,0.74844,0.5778,1.57277,0.0005546,0.0005546,0.0005546
221,133.033,0.67222,0.46438,1.2425,0.85285,0.88409,0.9223,0.75878,0.74844,0.5778,1.57277,0.000548,0.000548,0.000548
222,133.633,0.60924,0.42567,1.1831,0.8922,0.84171,0.92282,0.76252,0.75306,0.58247,1.58956,0.0005414,0.0005414,0.0005414
223,134.202,0.62377,0.45994,1.23466,0.8922,0.84171,0.92282,0.76252,0.75306,0.58247,1.58956,0.0005348,0.0005348,0.0005348
224,134.787,0.59167,0.42404,1.27287,0.87914,0.86441,0.92364,0.76209,0.74773,0.59313,1.58832,0.0005282,0.0005282,0.0005282
225,135.353,0.60261,0.42709,1.20241,0.87914,0.86441,0.92364,0.76209,0.74773,0.59313,1.58832,0.0005216,0.0005216,0.0005216
226,135.965,0.62389,0.42748,1.22341,0.88999,0.85593,0.92236,0.7656,0.73936,0.60115,1.57144,0.000515,0.000515,0.000515
227,136.548,0.60265,0.43356,1.22973,0.88999,0.85593,0.92236,0.7656,0.73936,0.60115,1.57144,0.0005084,0.0005084,0.0005084
228,137.133,0.62008,0.42628,1.23772,0.8856,0.85593,0.92304,0.7674,0.72969,0.60903,1.5527,0.0005018,0.0005018,0.0005018
229,137.681,0.60366,0.42588,1.26376,0.8856,0.85593,0.92304,0.7674,0.72969,0.60903,1.5527,0.0004952,0.0004952,0.0004952
230,138.303,0.61545,0.42709,1.21897,0.89274,0.84746,0.92181,0.76605,0.73083,0.60597,1.55607,0.0004886,0.0004886,0.0004886
231,138.865,0.64228,0.44776,1.2266,0.89274,0.84746,0.92181,0.76605,0.73083,0.60597,1.55607,0.000482,0.000482,0.000482
232,139.465,0.60618,0.41817,1.21589,0.87127,0.85593,0.92674,0.76313,0.73404,0.60251,1.5656,0.0004754,0.0004754,0.0004754
233,140.036,0.62008,0.44175,1.23173,0.87127,0.85593,0.92674,0.76313,0.73404,0.60251,1.5656,0.0004688,0.0004688,0.0004688
234,140.598,0.59909,0.42418,1.21406,0.86042,0.88983,0.92852,0.76626,0.74052,0.5993,1.57774,0.0004622,0.0004622,0.0004622
235,141.165,0.6026,0.42258,1.21395,0.86042,0.88983,0.92852,0.76626,0.74052,0.5993,1.57774,0.0004556,0.0004556,0.0004556
236,141.772,0.60616,0.42371,1.28542,0.85584,0.9056,0.92621,0.76189,0.74723,0.59836,1.5824,0.000449,0.000449,0.000449
237,142.339,0.59112,0.41965,1.18848,0.85584,0.9056,0.92621,0.76189,0.74723,0.59836,1.5824,0.0004424,0.0004424,0.0004424
238,142.914,0.61227,0.41873,1.23985,0.84332,0.91231,0.92582,0.76601,0.74591,0.59583,1.57814,0.0004358,0.0004358,0.0004358
239,143.487,0.59936,0.4154,1.20366,0.84332,0.91231,0.92582,0.76601,0.74591,0.59583,1.57814,0.0004292,0.0004292,0.0004292
240,144.068,0.61602,0.43665,1.27311,0.86562,0.87345,0.92684,0.77002,0.73686,0.58945,1.55756,0.0004226,0.0004226,0.0004226
241,144.615,0.57328,0.40365,1.16686,0.86562,0.87345,0.92684,0.77002,0.73686,0.58945,1.55756,0.000416,0.000416,0.000416
242,145.198,0.6181,0.42897,1.25256,0.8674,0.88697,0.92796,0.77722,0.73359,0.58657,1.54261,0.0004094,0.0004094,0.0004094
243,145.754,0.61302,0.42481,1.23186,0.8674,0.88697,0.92796,0.77722,0.73359,0.58657,1.54261,0.0004028,0.0004028,0.0004028
244,146.332,0.58541,0.43404,1.20189,0.8367,0.91185,0.93052,0.77623,0.72929,0.58397,1.53719,0.0003962,0.0003962,0.0003962
245,146.952,0.61091,0.42519,1.22864,0.8367,0.91185,0.93052,0.77623,0.72929,0.58397,1.53719,0.0003896,0.0003896,0.0003896
246,147.582,0.59408,0.40687,1.22472,0.8313,0.91877,0.93296,0.77797,0.73183,0.57924,1.53808,0.000383,0.000383,0.000383
247,148.165,0.62698,0.42321,1.20811,0.8313,0.91877,0.93296,0.77797,0.73183,0.57924,1.53808,0.0003764,0.0003764,0.0003764
248,148.752,0.60021,0.43072,1.16749,0.83328,0.93184,0.93388,0.77297,0.73257,0.57198,1.54305,0.0003698,0.0003698,0.0003698
249,149.318,0.59243,0.40858,1.22037,0.83328,0.93184,0.93388,0.77297,0.73257,0.57198,1.54305,0.0003632,0.0003632,0.0003632
250,149.899,0.57331,0.40587,1.16347,0.83405,0.93702,0.933,0.78314,0.72651,0.56557,1.54671,0.0003566,0.0003566,0.0003566
251,150.471,0.60733,0.41915,1.24036,0.83405,0.93702,0.933,0.78314,0.72651,0.56557,1.54671,0.00035,0.00035,0.00035
252,151.086,0.60232,0.41943,1.2311,0.82974,0.9322,0.93069,0.78202,0.7233,0.56164,1.548,0.0003434,0.0003434,0.0003434
253,151.632,0.59079,0.4147,1.18052,0.82974,0.9322,0.93069,0.78202,0.7233,0.56164,1.548,0.0003368,0.0003368,0.0003368
254,152.237,0.60108,0.42274,1.20663,0.87308,0.87446,0.93117,0.78286,0.71989,0.55463,1.54468,0.0003302,0.0003302,0.0003302
255,152.79,0.61024,0.41566,1.20369,0.87308,0.87446,0.93117,0.78286,0.71989,0.55463,1.54468,0.0003236,0.0003236,0.0003236
256,153.359,0.57973,0.41087,1.17871,0.89688,0.88454,0.9313,0.78004,0.7148,0.55059,1.53709,0.000317,0.000317,0.000317
257,153.909,0.58687,0.4069,1.19541,0.89688,0.88454,0.9313,0.78004,0.7148,0.55059,1.53709,0.0003104,0.0003104,0.0003104
258,154.5,0.5976,0.40783,1.17713,0.89854,0.90678,0.93172,0.77948,0.70819,0.54782,1.52765,0.0003038,0.0003038,0.0003038
259,155.051,0.59761,0.42555,1.22759,0.89854,0.90678,0.93172,0.77948,0.70819,0.54782,1.52765,0.0002972,0.0002972,0.0002972
260,155.632,0.58247,0.40662,1.1886,0.9,0.89831,0.93191,0.7747,0.70507,0.55018,1.52318,0.0002906,0.0002906,0.0002906
261,156.182,0.59087,0.4049,1.19311,0.9,0.89831,0.93191,0.7747,0.70507,0.55018,1.52318,0.000284,0.000284,0.000284
262,156.77,0.61458,0.42195,1.23979,0.9049,0.88707,0.933,0.77757,0.70254,0.55005,1.51946,0.0002774,0.0002774,0.0002774
263,157.321,0.62695,0.45548,1.25724,0.9049,0.88707,0.933,0.77757,0.70254,0.55005,1.51946,0.0002708,0.0002708,0.0002708
264,157.915,0.58661,0.40393,1.18483,0.90371,0.87487,0.93406,0.77949,0.69999,0.54965,1.51554,0.0002642,0.0002642,0.0002642
265,158.482,0.57537,0.40691,1.18417,0.90371,0.87487,0.93406,0.77949,0.69999,0.54965,1.51554,0.0002576,0.0002576,0.0002576
266,159.065,0.56357,0.39714,1.20119,0.89642,0.87288,0.93406,0.77162,0.70237,0.55188,1.52068,0.000251,0.000251,0.000251
267,159.632,0.58894,0.4053,1.20419,0.89642,0.87288,0.93406,0.77162,0.70237,0.55188,1.52068,0.0002444,0.0002444,0.0002444
268,160.231,0.57975,0.41944,1.18358,0.88695,0.87288,0.93396,0.7717,0.7106,0.5551,1.53413,0.0002378,0.0002378,0.0002378
269,160.781,0.59137,0.41134,1.21932,0.88695,0.87288,0.93396,0.7717,0.7106,0.5551,1.53413,0.0002312,0.0002312,0.0002312
270,161.4,0.59878,0.42693,1.25201,0.92527,0.83898,0.93386,0.77711,0.71611,0.55701,1.54026,0.0002246,0.0002246,0.0002246
271,161.953,0.61265,0.42822,1.2061,0.92527,0.83898,0.93386,0.77711,0.71611,0.55701,1.54026,0.000218,0.000218,0.000218
272,162.532,0.62577,0.42854,1.24519,0.92538,0.84079,0.93362,0.77688,0.72183,0.56077,1.54253,0.0002114,0.0002114,0.0002114
273,163.085,0.61792,0.43167,1.28992,0.92538,0.84079,0.93362,0.77688,0.72183,0.56077,1.54253,0.0002048,0.0002048,0.0002048
274,163.665,0.56562,0.40467,1.22633,0.90961,0.83898,0.9343,0.77654,0.72344,0.56309,1.53786,0.0001982,0.0001982,0.0001982
275,164.238,0.59671,0.41273,1.22165,0.90961,0.83898,0.9343,0.77654,0.72344,0.56309,1.53786,0.0001916,0.0001916,0.0001916
276,164.815,0.61119,0.42163,1.24851,0.91835,0.84746,0.94764,0.77622,0.72455,0.56389,1.53081,0.000185,0.000185,0.000185
277,165.382,0.58759,0.40795,1.19233,0.91835,0.84746,0.94764,0.77622,0.72455,0.56389,1.53081,0.0001784,0.0001784,0.0001784
278,165.958,0.58677,0.41274,1.1933,0.913,0.84746,0.94773,0.7758,0.72523,0.56247,1.52358,0.0001718,0.0001718,0.0001718
279,166.528,0.57774,0.39716,1.21843,0.913,0.84746,0.94773,0.7758,0.72523,0.56247,1.52358,0.0001652,0.0001652,0.0001652
280,167.118,0.58195,0.41451,1.17527,0.88319,0.88136,0.94737,0.77724,0.72655,0.56421,1.51924,0.0001586,0.0001586,0.0001586
281,167.649,0.5803,0.4082,1.18735,0.88319,0.88136,0.94737,0.77724,0.72655,0.56421,1.51924,0.000152,0.000152,0.000152
282,168.232,0.59859,0.4172,1.19041,0.88404,0.87288,0.94742,0.7747,0.72515,0.56568,1.519,0.0001454,0.0001454,0.0001454
283,168.782,0.57527,0.40877,1.17742,0.88404,0.87288,0.94742,0.7747,0.72515,0.56568,1.519,0.0001388,0.0001388,0.0001388
284,169.384,0.58304,0.41413,1.2233,0.8321,0.92396,0.94834,0.77191,0.72485,0.56652,1.52406,0.0001322,0.0001322,0.0001322
285,169.946,0.54274,0.39332,1.16932,0.8321,0.92396,0.94834,0.77191,0.72485,0.56652,1.52406,0.0001256,0.0001256,0.0001256
286,170.513,0.57394,0.40292,1.16484,0.83209,0.92392,0.94841,0.77678,0.72399,0.56485,1.53288,0.000119,0.000119,0.000119
287,171.085,0.58679,0.42361,1.19255,0.83209,0.92392,0.94841,0.77678,0.72399,0.56485,1.53288,0.0001124,0.0001124,0.0001124
288,171.649,0.59524,0.41567,1.23604,0.88146,0.86441,0.95031,0.77713,0.72505,0.56496,1.5411,0.0001058,0.0001058,0.0001058
289,172.182,0.55261,0.40105,1.18515,0.88146,0.86441,0.95031,0.77713,0.72505,0.56496,1.5411,9.92e-05,9.92e-05,9.92e-05
290,172.765,0.56678,0.40757,1.17774,0.90119,0.85024,0.95003,0.78142,0.7248,0.56413,1.54526,9.26e-05,9.26e-05,9.26e-05
291,188.58,0.55791,0.4392,1.23937,0.90119,0.85024,0.95003,0.78142,0.7248,0.56413,1.54526,8.6e-05,8.6e-05,8.6e-05
292,189.195,0.55682,0.44344,1.21439,0.92584,0.84636,0.94891,0.78036,0.72469,0.56554,1.5561,7.94e-05,7.94e-05,7.94e-05
293,189.739,0.53777,0.43108,1.21188,0.92584,0.84636,0.94891,0.78036,0.72469,0.56554,1.5561,7.28e-05,7.28e-05,7.28e-05
294,190.31,0.52129,0.40865,1.1472,0.91779,0.84746,0.94476,0.77823,0.72466,0.56856,1.56153,6.62e-05,6.62e-05,6.62e-05
295,190.849,0.55829,0.43377,1.25191,0.91779,0.84746,0.94476,0.77823,0.72466,0.56856,1.56153,5.96e-05,5.96e-05,5.96e-05
296,191.403,0.54315,0.42746,1.20201,0.90914,0.87288,0.94388,0.77349,0.7278,0.57518,1.56536,5.3e-05,5.3e-05,5.3e-05
297,191.942,0.52563,0.4014,1.1825,0.90914,0.87288,0.94388,0.77349,0.7278,0.57518,1.56536,4.64e-05,4.64e-05,4.64e-05
298,192.522,0.51767,0.39075,1.19972,0.9155,0.87288,0.94064,0.77353,0.72982,0.5797,1.56809,3.98e-05,3.98e-05,3.98e-05
299,193.069,0.51789,0.3953,1.19035,0.9155,0.87288,0.94064,0.77353,0.72982,0.5797,1.56809,3.32e-05,3.32e-05,3.32e-05
300,193.633,0.53856,0.40368,1.24818,0.88785,0.87288,0.94021,0.77136,0.73383,0.58419,1.57251,2.66e-05,2.66e-05,2.66e-05
